,product_name,link,price,details,gender,product_type
792,KNOTTED HIGH-HEEL SANDALS,https://www.zara.com/in/en/knotted-high-heel-sandals-p13305110.html,39.716879999999996,"High-heel sandals. Thin straps with knots on the upper. Square toe.Heel height of 9.6 cm. / 3.7″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
793,PATENT-FINISH BLOCK HEEL SHOES,https://www.zara.com/in/en/patent-finish-block-heel-shoes-p13209110.html,39.716879999999996,"Mary Jane-style slingback shoes with a patent finish. Block heel. Round toe. Buckled ankle strap fastening. Heel height: 5 cm. / 1.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
794,TASSEL LOAFERS,https://www.zara.com/in/en/tassel-loafers-p12507110.html,34.888079999999995,"Flat loafers with metallic buckle detail and tassels on the front.Sole height: 1 cm. / 0.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
795,MESH HEELED SLINGBACK SHOES,https://www.zara.com/in/en/mesh-heeled-slingback-shoes-p12234110.html,48.16728,"Heeled slingback court shoes. Pointed toe. Back strap with elastic and adjustable piece.Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
796,CRISS-CROSS BUCKLED SLIDER SANDALS,https://www.zara.com/in/en/criss-cross-buckled-slider-sandals-p11624110.html,48.16728,"Leather flat slider sandals. Criss-cross straps on the front with buckle detail. Round toe. Sole height: 1 cm. / 0.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
797,KITTEN HEEL SLINGBACK SHOES WITH CHAIN,https://www.zara.com/in/en/kitten-heel-slingback-shoes-with-chain-p12209210.html,48.16728,"Kitten heel slingback shoes. Patent-finish. Chain detail on the front. Back strap with elastic piece.Heel height of 5 cm. / 1.9″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
798,HEELED SLINGBACK SHOES,https://www.zara.com/in/en/heeled-slingback-shoes-p13217210.html,39.716879999999996,"Slingback high-heel court shoes. Pointed toe. Buckled ankle strap fastening. Heel height of 10 cm. / 3.9″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
799,DENIM MULES,https://www.zara.com/in/en/denim-mules-p12316210.html,39.716879999999996,"High-heel mules in denim fabric. Wide strap on the front. Stiletto heel. Round toe.Heel height of 8 cm. / 3.1″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
800,LEATHER HEELED MULES,https://www.zara.com/in/en/leather-heeled-mules-p11303210.html,72.31128,"Leather mule sandals with a round toe. Heel height of 8 cm. / 3.1″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
801,LEATHER HIGH-HEEL SANDALS WITH CHAIN DETAIL,https://www.zara.com/in/en/leather-high-heel-sandals-with-chain-detail-p11368210.html,72.31128,"Leather high-heel sandals with chain detail. Square toe. Buckled ankle strap fastening. Heel height: 10 cm. / 3.9″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
802,LEATHER WEDGE SANDALS,https://www.zara.com/in/en/leather-wedge-sandals-p11333210.html,72.31128,Leather sandals. High geometric wedge heel. Round toe. Buckled ankle strap fastening. Heel height of 10 cm. / 3.9″,Women,footwear
803,SLINGBACK SHOES WITH BOW,https://www.zara.com/in/en/slingback-shoes-with-bow-p12203210.html,39.716879999999996,"High-heel slingback shoes in a combination of colours. Bow detail on the front. Pointed toe. Strap at the back.Heel height of 5 cm. / 1.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
804,HEELED SLINGBACK SHOES WITH BOW,https://www.zara.com/in/en/heeled-slingback-shoes-with-bow-p12231010.html,36.095279999999995,High-heel slingback shoes. Bow detail on the front. Elastic strap at the back. Pointed toe.Heel height: 6 cm. / 2.3″,Women,footwear
805,HEELED VINYL SANDALS WITH BOW,https://www.zara.com/in/en/heeled-vinyl-sandals-with-bow-p12349210.html,60.239279999999994,"High-heel vinyl sandals. Embellished bow with rhinestones on the front. Back strap.Heel height of 9 cm. / 3.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
806,HIGH-HEEL SLINGBACK SHOES WITH FAUX PEARLS,https://www.zara.com/in/en/high-heel-slingback-shoes-with-faux-pearls-p12815110.html,67.48248,"High-heel slingback shoes with faux pearls on the front. Pointed toe. Back strap with elastic piece. Heel height of 7 cm. / 2.7″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
807,FAUX PATENT HIGH-HEEL SANDALS,https://www.zara.com/in/en/faux-patent-high-heel-sandals-p12340110.html,48.16728,"High-heel sandals with a faux patent finish. Square vamp and toe. Buckled ankle strap fastening. Heel height of 9 cm. / 3.5″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
808,RHINESTONE DENIM COWBOY BOOTS,https://www.zara.com/in/en/rhinestone-denim-cowboy-boots-p13050210.html,108.52727999999999,"Denim cowboy boots. Rhinestones on the upper and frayed seam details. Pointed toe. Side pull tabs. Heel height of 7.5 cm. / 2.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
809,DENIM COWBOY BOOTS,https://www.zara.com/in/en/denim-cowboy-boots-p13051210.html,96.45528,"Denim cowboy boots. Frayed seam details. Pointed toe. Side pull tabs. Heel height of 7.5 cm. / 2.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
810,FLAT SANDALS WITH SHINY STRAPS,https://www.zara.com/in/en/flat-sandals-with-shiny-straps-p12649210.html,39.716879999999996,Flat sandals with thin straps and rhinestone details. Round toe. Buckled ankle strap fastening. Sole height: 1 cm. / 0.3″,Women,footwear
811,SLINGBACK HEELED SHOES WITH SQUARE TOE,https://www.zara.com/in/en/slingback-heeled-shoes-with-square-toe-p11223210.html,48.16728,"High-heel slingback shoes. Buckle detail on the front. Buckle fastening on the back strap. Square toe.Heel height: 8.5 cm. / 3.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
812,FLAT SPLIT SUEDE SLIDER SANDALS WITH STUDS,https://www.zara.com/in/en/flat-split-suede-slider-sandals-with-studs-p12637110.html,60.239279999999994,Split suede flat slider sandals. Thin straps with stud details. Buckle fastening on one side and at the ankle strap. Round toe. Sole height: 1 cm. / 0.3″,Women,footwear
813,FLAT CRISS-CROSS LEATHER SLIDER SANDALS,https://www.zara.com/in/en/flat-criss-cross-leather-slider-sandals-p12600710.html,30.059279999999998,Flat leather slider sandals with criss-cross straps on the front.Sole height: 1 cm. / 0.3″,Women,footwear
814,FLAT DENIM SLIDER SANDALS,https://www.zara.com/in/en/flat-denim-slider-sandals-p12629110.html,34.888079999999995,Flat denim slider sandals. Criss-cross straps on the front. Round toe.Sole height: 1 cm. / 0.3″,Women,footwear
815,ANIMAL PRINT HEELED SLINGBACKS,https://www.zara.com/in/en/animal-print-heeled-slingbacks-p12212210.html,39.716879999999996,"High-heel slingback shoes with an animal print. Buckled ankle strap fastening. Pointed toe.Heel height of 8 cm. / 3.1″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
816,SATIN HIGH-HEEL SLINGBACK SHOES,https://www.zara.com/in/en/satin-high-heel-slingback-shoes-p12211210.html,39.716879999999996,"High-heel satin slingback shoes. Buckled ankle strap fastening. Pointed toe.Heel height of 8 cm. / 3.1″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
817,PLATFORM SNEAKERS,https://www.zara.com/in/en/platform-sneakers-p15457210.html,27.644879999999997,"Trainers. Platform sole. Contrast piece on the back. Lace-up fastening. Sole height: 4 cm. / 1.5″ STARFIT®. Flexible technical polyurethane foam insole, designed to offer greater comfort.View more",Women,footwear
818,PLATFORM TRAINERS,https://www.zara.com/in/en/platform-trainers-p15435210.html,39.716879999999996,"Platform sole trainers. Back pull tab. Lace-up fastening. Sole height: 6 cm. / 2.3″ STARFIT®. Flexible technical polyurethane foam insole, designed to offer greater comfort.View more",Women,footwear
819,HIGH-HEEL CAGE SANDALS,https://www.zara.com/in/en/high-heel-cage-sandals-p11382210.html,48.16728,"Mid-heel cage sandals with thin straps. Buckled ankle strap fastening. Pointed toe. Heel height of 6.2 cm. / 2.4″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
820,POINTED TOE HIGH-HEEL SANDALS,https://www.zara.com/in/en/pointed-toe-high-heel-sandals-p13380210.html,34.888079999999995,"High-heel sandals with wide strap on the front. Pointed toe.Heel height of 6.3 cm. / 2.4″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
821,PLATFORM SNEAKERS,https://www.zara.com/in/en/platform-sneakers-p15400110.html,39.716879999999996,"Lace-up trainers. Combination of pieces on the upper. Pull tab at the back. Platform soles.Sole height: 6 cm. / 2.3″STARFIT®. Flexible technical polyurethane foam insole, designed to offer greater comfort.View more",Women,footwear
822,COMBINED RUNNING TRAINERS,https://www.zara.com/in/en/combined-running-trainers-p15006210.html,60.239279999999994,"Running trainers in a combination of materials. Leather details. Chunky sole. Lace-up fastening.Sole height: 5 cm. / 1.9″STARFIT®. Flexible technical polyurethane foam insole, designed to offer greater comfort.View more",Women,footwear
823,CONTRAST LACE UP ESPADRILLES,https://www.zara.com/in/en/contrast-lace-up-espadrilles-p12511110.html,39.716879999999996,Flat slingback fabric espadrilles. Round toe. Fabric straps for tying at the ankle.Sole height: 3 cm. / 1.1″,Women,footwear
824,FLAT LEATHER SLIDER SANDALS,https://www.zara.com/in/en/flat-leather-slider-sandals-p12638110.html,39.716879999999996,Flat leather slider sandals with thin straps. Buckled ankle strap fastening. Sole height: 2 cm. / 0.7″,Women,footwear
825,STRAPPY HIGH-HEEL LEATHER SANDALS,https://www.zara.com/in/en/strappy-high-heel-leather-sandals-p12346110.html,60.239279999999994,"High-heel leather sandals. Thin straps on the front. Square toe. Buckled ankle strap fastening.Heel height of 6.5 cm. / 2.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
826,FLAT RUBBERISED SANDALS,https://www.zara.com/in/en/flat-rubberised-sandals-p12605210.html,31.266479999999998,Rubberised flat slider sandals with toe divider. Round toe. Sole height: 1 cm. / 0.3″,Women,footwear
827,SATIN SANDALS WITH CRISS-CROSS STRAPS,https://www.zara.com/in/en/satin-sandals-with-criss-cross-straps-p12304210.html,39.716879999999996,"Heeled sandals with a satin effect. Criss-cross straps on the front. Square toe.Heel height: 9 cm. / 3.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
828,DENIM HIGH-HEEL SANDALS WITH RHINESTONES,https://www.zara.com/in/en/denim-high-heel-sandals-with-rhinestones-p12348210.html,39.716879999999996,Denim high-heel sandals. Thin straps on the front with rhinestone details. Square toe. Heel height of 9 cm. / 3.5″,Women,footwear
829,HIGH-HEEL SANDALS WITH FLORAL DETAILS,https://www.zara.com/in/en/high-heel-sandals-with-floral-details-p13352110.html,60.239279999999994,"Fabric high-heel sandals. Embellished floral front. Thin straps at the ankle. Round toe.Heel height: 9.5 cm. / 3.7″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
830,VINYL EMBELLISHED SANDALS,https://www.zara.com/in/en/vinyl-embellished-sandals-p13825210.html,60.239279999999994,"Vinyl high-heel sandals. Wide strap across the front with embellished detail.Heel height of 8.3 cm. / 3.2″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
831,HEELED VINYL MULES WITH DECORATIVE DETAIL,https://www.zara.com/in/en/heeled-vinyl-mules-with-decorative-detail-p13823110.html,60.239279999999994,"Vinyl high-heel mules with embellished rhinestone details. Pointed toe. Heel height: 7 cm. / 2.7″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
832,METALLIC BLOCK HEEL SANDALS,https://www.zara.com/in/en/metallic-block-heel-sandals-p13344110.html,48.16728,"Metallic-effect sandals with thin straps. Flared high block heel with platform. Square toe. Buckled ankle strap fastening. Heel height of 11 cm. / 4.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
833,STUDDED LEATHER HIGH-HEEL SANDALS,https://www.zara.com/in/en/studded-leather-high-heel-sandals-p11339110.html,72.31128,"Leather high-heel sandals with thin studded straps. Pointed toe. Buckled ankle strap fastening. Heel height: 10 cm. / 3.9″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
834,STUDDED LEATHER HIGH-HEEL SANDALS,https://www.zara.com/in/en/studded-leather-high-heel-sandals-p11366210.html,72.31128,"Leather high-heel sandals with thin studded straps. Pointed toe. Buckled ankle strap fastening.Heel height: 10 cm. / 3.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
835,METALLIC HEELED PLATFORM SANDALS,https://www.zara.com/in/en/metallic-heeled-platform-sandals-p11326210.html,72.31128,"High-heel platform sandals. Wide strap on the front. Round toe. Buckled ankle strap fastening. Heel height of 14 cm. / 5.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
836,HEELED MULES WITH FEATHERS,https://www.zara.com/in/en/heeled-mules-with-feathers-p11303110.html,72.31128,"Heeled mules with feather details on the front. Round toe. Heel height of 7 cm. / 2.7″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
837,METALLIC BLOCK HEEL ANKLE BOOTS,https://www.zara.com/in/en/metallic-block-heel-ankle-boots-p12150010.html,39.716879999999996,High-heel ankle boots. Metallic detail on the inside of the heel. Fitted leg with elastic panels on the sides. Rounded toe.Heel height of 5 cm. / 1.9″,Women,footwear
838,FABRIC MULE TRAINERS,https://www.zara.com/in/en/fabric-mule-trainers-p15407210.html,34.888079999999995,"Fabric mule trainers. Rubberised toecap. Lace-up fastening.Sole height: 2.5 cm. / 0.9″STARFIT®. Flexible technical polyurethane foam insole, designed to offer greater comfort.View more",Women,footwear
839,FAUX PATENT WEDGE SANDALS,https://www.zara.com/in/en/faux-patent-wedge-sandals-p11384210.html,60.239279999999994,"Faux patent sandals. High wedge heel. Strap on the front. Square toe. Buckled ankle strap fastening.Heel height of 11 cm. / 4.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
840,BLOCK HEEL SANDALS WITH RHINESTONES,https://www.zara.com/in/en/block-heel-sandals-with-rhinestones-p11306210.html,72.31128,"Fabric sandals with rhinestones. Square block heel. Buckled ankle strap fastening. Heel height of 9.5 cm. / 3.7″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
841,HEELED VINYL SANDALS WITH RHINESTONES,https://www.zara.com/in/en/heeled-vinyl-sandals-with-rhinestones-p11815210.html,60.239279999999994,"Vinyl high-heel sandals with rhinestones. Strap around the back. Square toe. Heel height: 8 cm. / 3.1″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
842,LEATHER STRAPPY SANDALS WITH BUCKLES,https://www.zara.com/in/en/leather-strappy-sandals-with-buckles-p12321210.html,72.31128,"Leather heeled sandals. Straps across the front with buckles and a toe divider. Buckled ankle strap fastening. Square toe.Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
843,HIGH-HEEL SLINGBACK SHOES WITH BOW,https://www.zara.com/in/en/high-heel-slingback-shoes-with-bow-p11221210.html,48.16728,"High-heel slingback shoes. Embellished bow on the front. Pointed toe.Heel height: 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
844,FLAT PADDED SLIDER SANDALS,https://www.zara.com/in/en/flat-padded-slider-sandals-p13692210.html,39.716879999999996,Quilted flat slider sandals with toe divider. Track sole. Sole height: 2 cm. / 0.7″,Women,footwear
845,FABRIC HEELED SLINGBACK SHOES,https://www.zara.com/in/en/fabric-heeled-slingback-shoes-p12275110.html,39.716879999999996,"Fabric high-heel slingback shoes. Pointed toe. Back strap with elastic piece.Heel height of 9 cm. / 3.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
846,LEATHER HEELED SHOES WITH INSTEP STRAP,https://www.zara.com/in/en/leather-heeled-shoes-with-instep-strap-p12228210.html,72.31128,"Leather heeled shoes. Buckle detail on the front and strap on the instep. Buckled ankle strap fastening.Heel height of 6 cm. / 2.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
847,HEELED VINYL SANDALS WITH BOW,https://www.zara.com/in/en/heeled-vinyl-sandals-with-bow-p12315110.html,60.239279999999994,"Vinyl high-heel sandals. Embellished bow on the front. Square toe. Strap at the back. Heel height of 9 cm. / 3.5″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
848,EMBELLISHED VINYL HIGH-HEEL SHOES,https://www.zara.com/in/en/embellished-vinyl-high-heel-shoes-p12221010.html,72.31128,High-heel slingback shoes. Vinyl upper. Embellished rhinestone details on the front. Pointed toe. Heel height of 6 cm. / 2.3″,Women,footwear
849,MID-CALF DENIM ANKLE BOOTS,https://www.zara.com/in/en/mid-calf-denim-ankle-boots-p11107210.html,67.48248,Denim fabric ankle boots. Pointed toe.Heel height of 10 cm. / 3.9″,Women,footwear
850,VINYL WEDGE SANDALS,https://www.zara.com/in/en/vinyl-wedge-sandals-p11379210.html,39.716879999999996,Sandals with a wide vinyl strap on the front. Geometric wedge heel. Round toe. Heel height: 6 cm. / 2.3″,Women,footwear
851,HIGH-HEEL STRAPPY SANDALS,https://www.zara.com/in/en/high-heel-strappy-sandals-p12303210.html,39.716879999999996,"High-heel sandals. Criss-cross straps on the upper. Buckled ankle strap fastening.Heel height of 9 cm. / 3.5″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
852,MINI LEATHER WEDGE SANDALS,https://www.zara.com/in/en/mini-leather-wedge-sandals-p11317210.html,72.31128,"Leather sandals. Criss-cross straps on the front with a buckle detail and side studs.Sole height: 4.5 cm. / 1.7″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
853,VINYL SLINGBACK SHOES WITH FLOWER,https://www.zara.com/in/en/vinyl-slingback-shoes-with-flower-p12206210.html,60.239279999999994,Vinyl high-heel court shoes. Satin flower detail on the front. Back strap. Pointed toe. Heel height of 9.5 cm. / 3.7″,Women,footwear
854,CHUNKY-SOLE RUNNING TRAINERS,https://www.zara.com/in/en/chunky-sole-running-trainers-p15016210.html,60.239279999999994,Running trainers. Chunky sole with raised details. Front and back pull tabs. Lace-up fastening. Sole height: 5 cm. / 1.9″,Women,footwear
855,VINYL HEELED SANDALS,https://www.zara.com/in/en/vinyl-heeled-sandals-p12314110.html,39.716879999999996,"Vinyl high-heel sandals. Square toe. Strap around the back. Heel height of 9 cm. / 3.5″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
856,SPLIT SUEDE BLOCK-HEEL SANDALS,https://www.zara.com/in/en/split-suede-block-heel-sandals-p13372210.html,39.716879999999996,Block heel split suede sandals. Wide strap on the front. Square toe. Heel height: 7 cm. / 2.7″,Women,footwear
857,EMBELLISHED ESPADRILLES,https://www.zara.com/in/en/embellished-espadrilles-p12510110.html,39.716879999999996,Fabric espadrilles. Embellished metal detail on the front. Round toe. Back pull tab.Sole height: 3 cm. / 1.1″,Women,footwear
858,VINYL MULES WITH RHINESTONES,https://www.zara.com/in/en/vinyl-mules-with-rhinestones-p13821010.html,48.16728,"Vinyl high-heel mules. Thin criss-cross rhinestone straps on the instep. Heel height of 9.7 cm. / 3.8″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
859,HEELED COWBOY ANKLE BOOTS WITH PIECES,https://www.zara.com/in/en/heeled-cowboy-ankle-boots-with-pieces-p12114210.html,96.45528,"Leather heeled cowboy-style ankle boots. Pointed toe. Side zip fastening. Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
860,STUDDED SANDALS,https://www.zara.com/in/en/studded-sandals-p11634210.html,48.16728,Toe thong sandals with toe divider and metallic studs. Buckled strap fastening.Sole height: 2 cm. / 0.7″,Women,footwear
861,WEDGE SANDALS WITH TUBULAR STRAPS,https://www.zara.com/in/en/wedge-sandals-with-tubular-straps-p12283110.html,48.16728,"Sandals with tubular straps. Wedge-shaped heel. Buckled ankle strap fastening.Heel height: 10 cm. / 3.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
862,VINYL SLIDER SANDALS WITH STUDS,https://www.zara.com/in/en/vinyl-slider-sandals-with-studs-p13648110.html,34.888079999999995,Vinyl flat slider sandals with studs and a round toe.Sole height: 1 cm. / 0.3″,Women,footwear
863,EMBELLISHED FLAT LEATHER SANDALS,https://www.zara.com/in/en/embellished-flat-leather-sandals-p11613210.html,72.31128,Flat leather sandals with embellished straps and studs. Buckled ankle strap fastening.Sole height: 1 cm. / 0.3″,Women,footwear
864,LINEN FLAT SLIDER SANDALS,https://www.zara.com/in/en/linen-flat-slider-sandals-p11631210.html,48.16728,Flat slider sandals in linen. Frayed bow on the front.Sole height: 1 cm. / 0.3″,Women,footwear
865,SANDALS WITH BUCKLED STRAPS,https://www.zara.com/in/en/sandals-with-buckled-straps-p12318210.html,39.716879999999996,"Heeled sandals. Straps across the front with buckles. Buckled ankle strap fastening. Round toe.Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
866,WEDGE HIGH-HEEL SHOES,https://www.zara.com/in/en/wedge-high-heel-shoes-p11210210.html,60.239279999999994,"High-heel wedge shoes in leather. Buckled ankle strap fastening. Pointed toe.Heel height: 6.7 cm. / 2.6″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
867,FAUX PATENT WEDGE SANDALS WITH STRAPS,https://www.zara.com/in/en/faux-patent-wedge-sandals-with-straps-p13315210.html,48.16728,"Wedge sandals with a faux patent finish. Thin straps on the front. Buckled ankle strap fastening.  Heel height of 10 cm. / 3.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
868,FLAT SLIDER SANDALS WITH RHINESTONES,https://www.zara.com/in/en/flat-slider-sandals-with-rhinestones-p12646210.html,39.716879999999996,"Flat satiny slider sandals with crossed thin straps and toe divider. Rhinestone details. Buckled ankle strap fastening. Sole height: 1 cm. / 0.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
869,VINYL SLIDER SANDALS WITH STUDS,https://www.zara.com/in/en/vinyl-slider-sandals-with-studs-p13644110.html,34.888079999999995,Vinyl flat slider sandals with studs. Square toe. Sole height: 1 cm. / 0.3″,Women,footwear
870,FLAT STUDDED SLIDER SANDALS,https://www.zara.com/in/en/flat-studded-slider-sandals-p13645110.html,34.888079999999995,Flat slider sandals with metal studs. Square toe. Sole height: 1 cm. / 0.3″,Women,footwear
871,FLAT SLIDER SANDALS WITH RHINESTONE DETAILS,https://www.zara.com/in/en/flat-slider-sandals-with-rhinestone-details-p13639010.html,34.888079999999995,"Flat slider sandals with rhinestones. Wide front strap and thin straps on the sides. Square toe. Sole height: 1 cm. / 0.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
872,FLAT SANDALS WITH RHINESTONES,https://www.zara.com/in/en/flat-sandals-with-rhinestones-p13808110.html,39.716879999999996,Flat slider sandals with knot and rhinestone details. Round toe. Sole height: 1 cm. / 0.3″,Women,footwear
873,FLAT SANDALS WITH RHINESTONES,https://www.zara.com/in/en/flat-sandals-with-rhinestones-p13602010.html,36.095279999999995,"Flat sandals with rhinestones. Straps and knot detail on the front. AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.Sole height: 1.5 cm. / 0.5″View more",Women,footwear
874,KITTEN HEEL SLINGBACK SHOES,https://www.zara.com/in/en/kitten-heel-slingback-shoes-p12264110.html,48.16728,"Heeled slingback shoes. Contrast-coloured front. Wide back strap. Pointed toe.Heel height of 5 cm. / 1.9″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
875,METALLIC MID-HEEL MULES WITH RHINESTONES,https://www.zara.com/in/en/metallic-mid-heel-mules-with-rhinestones-p12310210.html,48.16728,"Metallic-effect mules. Rhinestones on the upper. Square toe. Heel height of 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
876,METALLIC HEELED SANDALS,https://www.zara.com/in/en/metallic-heeled-sandals-p12307210.html,39.716879999999996,"High-heel sandals with a metallic-effect. Thin strap on the front. Square toe. Buckled ankle strap fastening. Heel height: 7.7 cm. / 3.0″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
877,METALLIC HEEL MULES,https://www.zara.com/in/en/metallic-heel-mules-p11392210.html,48.16728,"Mules with a metallic finish. Stiletto heels. Round toe.Heel height of 11 cm. / 4.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
878,HIGH-HEEL MULES WITH ANKLE STRAP,https://www.zara.com/in/en/high-heel-mules-with-ankle-strap-p12208210.html,48.16728,Metallic-effect high-heel shoes. Ankle strap and strap at the back. Pointed toe. Buckled ankle strap fastening.Heel height of 6 cm. / 2.3″,Women,footwear
879,DENIM FLAT SLIDER SANDALS WITH RHINESTONES,https://www.zara.com/in/en/denim-flat-slider-sandals-with-rhinestones-p13842210.html,39.716879999999996,"Flat slider sandals in denim fabric. Wide strap with rhinestones. Round toe. Sole height: 1 cm. / 0.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
880,DENIM AND JUTE FLAT SLIDER SANDALS,https://www.zara.com/in/en/denim-and-jute-flat-slider-sandals-p12652210.html,39.716879999999996,Flat slider sandals with jute insoles. Wide denim strap with embellished metal detail. Round toe. Sole height: 2.5 cm. / 0.9″,Women,footwear
881,FLAT SANDALS WITH BOW,https://www.zara.com/in/en/flat-sandals-with-bow-p13625210.html,34.888079999999995,Flat slider sandals embellished with a bow on the front. Square toe. Sole height: 1 cm. / 0.3″,Women,footwear
882,CROCHET FLAT SLIDER SANDALS,https://www.zara.com/in/en/crochet-flat-slider-sandals-p13636210.html,34.888079999999995,Flat slider sandals with a crochet strap. Square toe. Sole height: 1 cm. / 0.3″,Women,footwear
883,BALLET FLATS WITH BUCKLES,https://www.zara.com/in/en/ballet-flats-with-buckles-p11502210.html,34.888079999999995,"Ballet flats. Buckled straps across the instep. Round toe.Sole height: 1 cm. / 0.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more",Women,footwear
884,FLAT CRISS-CROSS RUBBERISED SLIDER SANDALS,https://www.zara.com/in/en/flat-criss-cross-rubberised-slider-sandals-p12637910.html,24.02328,Flat rubberised slider sandals with criss-cross straps on the front.Sole height: 1 cm. / 0.3″,Women,footwear
885,FLAT SLIDER SANDALS WITH RHINESTONE STRAPS,https://www.zara.com/in/en/flat-slider-sandals-with-rhinestone-straps-p12611210.html,39.716879999999996,Flat slider sandals. Criss-cross straps on the front with rhinestones. Round toe. Sole height: 1 cm. / 0.3″,Women,footwear
886,KITTEN HEEL SHOES,https://www.zara.com/in/en/kitten-heel-shoes-p12226210.html,48.16728,Heeled slingback shoes with back strap. Pointed toe. Buckled ankle strap fastening. Heel height of 2 cm. / 0.7″,Women,footwear
